1,1,최교일,8336080
1,1,지상욱,5472670
1,1,백승주,4972330
1,5,김종훈,4119470
1,2,김상희,4027440
1,1,김영우,3835900
1,2,김해영,3757040
1,2,김정우,3550970
1,2,서형수,3533210
1,2,추미애,3350240
1,3,박주선,3220400
1,1,정운천,3065820
1,1,유재중,3033970
1,2,김영춘,2913360
1,1,윤영석,2876330
1,1,권석창,2773300
1,2,전재수,2675580
1,1,추경호,2500240
1,1,윤상직,2388232
1,1,조원진,2382040
1,1,김선동,2366660
1,2,박재호,2320250
1,3,정동영,2242160
1,2,전현희,2215260
1,1,박완수,2212670
1,1,김성원,2193870
1,1,이종구,2134030
1,5,유승민,2075230
1,5,장제원,2072000
1,1,송석준,2048460
1,2,박홍근,1978340
1,1,김광림,1922330
1,1,박덕흠,1910670
1,1,이장우,1910050
1,2,김철민,1871100
1,1,함진규,1847700
1,2,박완주,1713100
1,2,박용진,1673900
1,5,홍의락,1673350
1,1,성일종,1635640
1,2,이상민,1565700
1,2,강창일,1538480
1,2,유승희,1501410
1,2,이찬열,1391400
1,1,김세연,1379530
1,1,박성중,1305800
1,2,설훈,1299260
1,2,이언주,1274290
1,1,이학재,1273880
1,1,박찬우,1266740
1,3,장병완,1261900
1,2,김경수,1242880
1,2,오제세,1229080
1,3,조배숙,1198760
1,5,주호영,1181100
1,1,김성태,1169670
1,1,곽상도,1154420
1,1,강석진,1149350
1,2,백재현,1110300
1,1,이현재,1103380
1,2,민홍철,1092350
1,2,김병관,1082580
1,1,유기준,1079600
1,2,박정,1070140
1,1,김무성,1065570
1,2,한정애,1059120
1,1,여상규,1056910
1,1,김명연,1037540
1,1,이채익,1036100
1,2,이학영,1036000
1,3,천정배,1015450
1,1,정태옥,1003260
1,3,황주홍,999650
1,2,손혜원,997320
1,4,노회찬,987300
1,2,신경민,956650
1,5,윤종오,941200
1,1,이완영,921200
1,2,표창원,900960
1,1,최경환,898080
1,1,이철우,886900
1,5,안상수,883228
1,2,이석현,865390
1,2,이인영,860360
1,1,엄용수,833570
1,1,정종섭,826970
1,4,심상정,821600
1,1,곽대훈,798140
1,2,노웅래,779210
1,3,김동철,756600
1,3,안철수,756220
1,1,원유철,731330
1,3,이용주,729970
1,2,이종걸,729250
1,2,남인순,726909
1,2,황희,707800
1,1,나경원,707350
1,2,우원식,705910
1,1,서청원,692000
1,1,오신환,670750
1,2,금태섭,644960
1,1,윤재옥,637900
1,1,염동열,635600
1,2,심재권,627910
1,2,최인호,611440
1,2,조승래,611320
1,1,김석기,590720
1,2,안호영,589990
1,1,박명재,585900
1,3,송기석,584850
1,2,송영길,575290
1,2,위성곤,573180
1,2,민병두,568000
1,1,민경욱,566880
1,1,정병국,563500
1,1,권성동,547400
1,2,김경협,541250
1,5,윤상현,520900
1,2,박병석,511200
1,1,심재철,504110
1,2,진영,493310
1,2,이훈,485920
1,2,정세균,480510
1,2,백혜련,471050
1,3,김성식,469665
1,2,박찬대,468700
1,1,이만희,457050
1,2,김두관,453420
1,2,김병기,451980
1,1,김정재,446000
1,5,이철규,440000
1,2,김종민,435680
1,3,손금주,435200
1,3,김광수,419270
1,2,오영훈,414790
1,2,강병원,410140
1,3,김종회,402830
1,5,이해찬,401000
1,2,전해철,387650
1,1,김기선,385700
1,1,정양석,380500
1,3,권은희,380470
1,2,서영교,378000
1,1,이양수,367450
1,1,이우현,366020
1,2,진선미,353040
1,1,정용기,350400
1,1,경대수,350000
1,1,정우택,346257
1,2,홍익표,342400
1,3,박준영,338000
1,2,기동민,337490
1,1,신상진,319100
1,1,김진태,301190
1,1,김재경,287350
1,2,송기헌,278950
1,2,조응천,278620
1,1,홍문종,267010
1,1,윤한홍,262750
1,1,이주영,262108
1,2,김민기,259080
1,2,김병욱,256400
1,2,우상호,248280
1,1,황영철,247860
1,1,유의동,247480
1,1,배덕광,244000
1,2,인재근,238300
1,2,박광온,226940
1,1,박인숙,222700
1,1,정갑윤,216000
1,1,김상훈,210100
1,2,임종성,204500
1,2,변재일,189600
1,2,이춘석,184550
1,2,안규백,182500
1,2,박영선,180500
1,2,전혜숙,174500
1,1,홍철호,173270
1,1,이혜훈,173120
1,2,박남춘,170660
1,2,원혜영,165410
1,1,김성찬,155480
1,2,윤관석,155250
1,1,강석호,150000
1,2,김진표,148420
1,2,박주민,134410
1,2,김영호,131740
1,2,박범계,128940
1,2,김현미,127820
1,1,하태경,125950
1,2,이원욱,113960
1,2,유은혜,113850
1,3,윤영일,113200
1,3,최경환,112000
1,1,이은재,110150
1,2,조정식,101990
1,2,안민석,101800
1,1,이정현,98700
1,3,이용호,98260
1,1,장석춘,91000
1,1,정진석,80000
1,1,김정훈,79200
1,1,김용태,79000
1,1,김학용,75220
1,1,홍일표,59000
1,2,고용진,53100
1,5,강길부,43000
1,3,주승용,39800
1,2,김영주,39000
1,2,양승조,35910
1,3,정인화,28000
1,2,도종환,24800
1,3,김관영,19000
1,2,최명길,16040
1,2,소병훈,14000
2,2,금태섭,24890000
2,2,신동근,24687200
2,1,김선동,21524862
2,2,전재수,19312200
2,1,홍문표,19261532
2,2,인재근,18847200
2,1,이명수,18500000
2,2,김두관,18327200
2,2,김진표,18187200
2,2,김병관,17167200
2,1,김학용,17050000
2,5,윤종오,16460000
2,1,이학재,16291532
2,2,이언주,15862200
2,2,김병기,15607200
2,1,유재중,15131532
2,1,심재철,15081532
2,1,김도읍,14700000
2,2,설훈,14607200
2,2,표창원,14587200
2,1,오신환,14300000
2,1,홍철호,14191532
2,2,우원식,14087200
2,1,최경환,13991532
2,1,김성태,13861532
2,2,민병두,13857200
2,2,김병욱,13810000
2,2,한정애,13464000
2,1,정갑윤,13441532
2,3,손금주,13035965
2,2,안규백,12594200
2,3,김성식,12530000
2,1,이우현,12221532
2,2,조응천,12057200
2,2,김상희,11977200
2,2,송영길,11910000
